timestamp,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,bid_price_2,bid_volume_2,ask_price_2,ask_volume_2,bid_price_3,bid_volume_3,ask_price_3,ask_volume_3,bid_price_4,bid_volume_4,ask_price_4,ask_volume_4,bid_price_5,bid_volume_5,ask_price_5,ask_volume_5,bid_price_6,bid_volume_6,ask_price_6,ask_volume_6,bid_price_7,bid_volume_7,ask_price_7,ask_volume_7,bid_price_8,bid_volume_8,ask_price_8,ask_volume_8,bid_price_9,bid_volume_9,ask_price_9,ask_volume_9,bid_price_10,bid_volume_10,ask_price_10,ask_volume_10,spread
1751798544332875968,100.0263,490,100.0881,485,100.0157,71,100.0978,365,100.0061,344,100.1081,49,99.9954,341,100.1179,170,99.9857,489,100.128,157,99.976,119,100.138,399,99.9662,124,100.148,423,99.9561,420,100.1584,357,99.9457,201,100.1675,247,99.936,435,100.1783,341,0.0618
1751798544332975968,100.0256,42,100.0865,119,100.0152,82,100.0968,413,100.006,181,100.106,337,99.9952,371,100.1164,296,99.9852,42,100.127,454,99.9757,414,100.1365,427,99.966,422,100.1464,177,99.9558,64,100.1567,410,99.9453,419,100.1667,69,99.936,435,100.1764,155,0.0609
1751798544333075968,100.0261,31,100.0832,57,100.0166,62,100.0934,15,100.006,335,100.1026,321,99.9968,371,100.1129,488,99.986,292,100.1229,18,99.9766,392,100.1332,167,99.9665,132,100.1428,111,99.9566,205,100.1533,485,99.9461,159,100.1628,475,99.936,159,100.1726,478,0.0571
1751798544333175968,100.0223,125,100.08,488,100.0123,222,100.0906,227,100.0028,253,100.1004,280,99.9932,447,100.1098,12,99.983,428,100.1201,405,99.9724,202,100.1304,375,99.963,395,100.1403,358,99.9527,349,100.1497,315,99.9426,445,100.1599,188,99.9324,490,100.1699,70,0.0577
1751798544333275968,100.027,162,100.0781,212,100.0171,71,100.0879,71,100.0068,342,100.098,459,99.9972,390,100.1087,87,99.9865,488,100.1181,378,99.9766,482,100.1285,255,99.9665,385,100.1381,83,99.9573,372,100.148,80,99.9463,391,100.1586,400,99.9366,316,100.1684,394,0.0511
1751798544333375968,100.0307,10,100.0826,38,100.0207,21,100.092,28,100.0101,318,100.1026,259,100.0007,126,100.112,459,99.9904,269,100.1224,468,99.9805,386,100.1319,468,99.9706,101,100.1423,172,99.9601,56,100.152,268,99.9506,236,100.1619,297,99.94,174,100.1726,15,0.0519
1751798544333475968,100.0283,447,100.0786,428,100.0187,82,100.0894,468,100.0086,352,100.0988,222,99.9985,168,100.1086,361,99.9888,104,100.1195,259,99.9784,84,100.1288,289,99.9692,80,100.1394,10,99.9586,372,100.1489,468,99.9485,12,100.1593,447,99.9383,408,100.1688,49,0.0503
1751798544333575968,100.0299,154,100.0787,58,100.0196,28,100.0889,64,100.0103,475,100.0986,449,100.0,362,100.109,442,99.9905,463,100.1185,165,99.9801,95,100.1289,431,99.97,14,100.1385,380,99.9598,218,100.1492,198,99.9501,118,100.1588,322,99.9402,155,100.1689,58,0.0488
1751798544333675968,100.0275,443,100.0798,168,100.0169,206,100.0893,36,100.0077,434,100.0993,366,99.9976,386,100.11,340,99.9869,28,100.1194,482,99.9773,254,100.1297,477,99.9674,326,100.1391,192,99.9571,225,100.1491,481,99.9477,244,100.1595,325,99.9377,465,100.1697,389,0.0523
1751798544333775968,100.0243,140,100.0751,87,100.0144,407,100.0851,115,100.0046,28,100.0959,223,99.9937,349,100.1051,116,99.9843,499,100.1157,342,99.9744,30,100.1255,107,99.9645,452,100.1354,370,99.9543,10,100.1457,100,99.9439,214,100.1555,166,99.934,339,100.1658,50,0.0508
1751798544333875968,100.0285,48,100.0786,214,100.0188,38,100.0889,352,100.0084,441,100.0988,420,99.9987,226,100.1086,152,99.9887,427,100.1188,460,99.9783,440,100.1285,118,99.9686,184,100.1389,52,99.9588,89,100.1486,331,99.9484,120,100.1587,35,99.9383,391,100.1686,486,0.0501
1751798544333975968,100.0321,173,100.0823,146,100.0219,150,100.092,180,100.0123,250,100.1017,90,100.0023,387,100.1122,190,99.9925,170,100.1223,33,99.9825,121,100.1316,493,99.9723,467,100.1426,395,99.9626,67,100.1519,238,99.9524,397,100.1625,133,99.9426,408,100.1724,15,0.0502
1751798544334075968,100.034,115,100.0784,225,100.0234,378,100.0878,328,100.014,435,100.0976,14,100.0033,351,100.1083,264,99.9932,253,100.1182,373,99.984,75,100.1278,391,99.9737,270,100.1383,430,99.9639,91,100.1475,368,99.9537,229,100.1581,390,99.9432,132,100.168,302,0.0444
1751798544334175968,100.0336,192,100.076,488,100.0237,399,100.0869,315,100.0133,299,100.0969,326,100.0041,188,100.1065,60,99.9939,25,100.1163,283,99.9836,69,100.126,469,99.9741,253,100.1365,397,99.964,393,100.1461,183,99.9541,108,100.1564,125,99.9436,420,100.1666,453,0.0424
1751798544334275968,100.0379,198,100.0721,277,100.0277,24,100.0812,331,100.0171,472,100.0913,284,100.0072,480,100.1012,103,99.9975,364,100.1117,211,99.9872,416,100.1215,493,99.977,171,100.1317,109,99.9676,138,100.1414,253,99.957,295,100.1521,106,99.9471,237,100.1616,112,0.0342
1751798544334375968,100.0353,140,100.0716,179,100.0247,290,100.0817,492,100.0146,146,100.092,418,100.0049,115,100.1016,45,99.9954,17,100.1125,23,99.9852,359,100.1222,107,99.9751,107,100.1323,145,99.9647,129,100.1416,198,99.9545,172,100.1524,359,99.9448,313,100.1624,71,0.0363
1751798544334475968,100.0318,61,100.0699,154,100.0212,48,100.0792,220,100.0111,421,100.0895,419,100.0009,432,100.0997,329,99.9917,47,100.1091,230,99.9815,315,100.12,387,99.9714,165,100.13,383,99.9618,160,100.1395,432,99.9509,455,100.1492,322,99.9411,220,100.1599,414,0.0381
1751798544334575968,100.0304,490,100.0644,40,100.0198,123,100.0749,164,100.0101,482,100.0846,268,100.0001,391,100.0947,23,99.9902,68,100.1044,275,99.9804,166,100.1145,238,99.9706,135,100.1251,408,99.9599,287,100.1352,361,99.9503,114,100.145,296,99.9405,19,100.1546,444,0.034
1751798544334675968,100.0331,147,100.0678,21,100.0228,129,100.077,225,100.0126,162,100.087,490,100.0031,177,100.0972,436,99.9934,169,100.1071,244,99.9826,450,100.1177,431,99.9728,482,100.127,428,99.9633,124,100.1372,300,99.9532,46,100.147,318,99.9432,440,100.1577,380,0.0347
1751798544334775968,100.0366,328,100.0667,35,100.0274,224,100.0763,32,100.0171,82,100.0862,396,100.007,203,100.0967,54,99.9971,434,100.1068,94,99.987,423,100.1161,306,99.9767,60,100.1267,52,99.9671,38,100.1369,451,99.9568,466,100.1469,140,99.9468,112,100.1569,130,0.0301
1751798544334875968,100.0337,261,100.066,383,100.0234,280,100.0758,492,100.0135,276,100.0859,83,100.003,103,100.0956,369,99.9935,55,100.1059,251,99.9838,37,100.1163,230,99.9733,87,100.1259,98,99.9635,222,100.1358,80,99.9538,162,100.1456,195,99.9436,374,100.1563,474,0.0323
1751798544334975968,100.0292,246,100.063,220,100.0197,304,100.0735,403,100.0098,378,100.0833,461,99.9995,156,100.0935,209,99.9894,320,100.1038,400,99.9799,151,100.1136,380,99.9696,35,100.124,398,99.9597,190,100.1334,99,99.9499,301,100.1432,330,99.9396,251,100.1535,227,0.0338
1751798544335075968,100.0306,121,100.0655,429,100.0202,137,100.076,134,100.0104,468,100.086,323,100.0005,102,100.096,47,99.9908,336,100.1057,446,99.9801,345,100.1154,431,99.97,19,100.1255,377,99.96,448,100.1355,308,99.95,298,100.1463,316,99.9399,176,100.1563,139,0.0349
1751798544335175968,100.0321,28,100.0704,424,100.0221,171,100.0805,127,100.0121,73,100.0907,315,100.0018,163,100.1006,353,99.9912,463,100.1103,122,99.9816,488,100.1206,225,99.9717,235,100.1308,464,99.9613,396,100.1408,355,99.9519,203,100.1503,341,99.9417,332,100.1612,149,0.0383
1751798544335275968,100.0277,476,100.0689,189,100.0176,405,100.0785,414,100.0071,263,100.0887,479,99.997,20,100.0987,74,99.9872,203,100.1089,160,99.9774,399,100.1189,320,99.9673,391,100.1287,256,99.9576,217,100.1381,270,99.9471,364,100.1487,245,99.9371,41,100.1589,91,0.0412
1751798544335375968,100.0284,360,100.0672,468,100.0192,295,100.077,478,100.009,20,100.0865,484,99.9988,33,100.0969,142,99.9883,268,100.1072,183,99.9784,75,100.1172,301,99.9684,468,100.1266,434,99.959,416,100.1369,140,99.9488,441,100.1466,84,99.9386,19,100.1566,367,0.0388
1751798544335475968,100.0305,430,100.0699,448,100.0206,410,100.0798,63,100.0102,453,100.0897,114,100.0007,444,100.0991,20,99.9907,11,100.1098,156,99.9803,427,100.1198,228,99.9703,233,100.1298,435,99.9603,184,100.1392,335,99.9506,74,100.1489,82,99.9411,261,100.159,346,0.0394
1751798544335575968,100.0271,116,100.0725,107,100.0171,90,100.082,444,100.0069,241,100.0923,434,99.9968,232,100.1019,374,99.9874,412,100.1121,464,99.9766,125,100.1216,98,99.9672,388,100.1325,108,99.9568,463,100.1418,60,99.9474,485,100.1521,125,99.9375,13,100.1626,85,0.0454
1751798544335675968,100.0297,198,100.069,97,100.0201,307,100.0784,124,100.0101,386,100.0891,388,100.0001,330,100.0983,444,99.9905,35,100.1089,191,99.98,69,100.119,413,99.9698,57,100.1291,198,99.9602,122,100.1391,409,99.9505,23,100.1492,70,99.9401,445,100.1584,25,0.0393
1751798544335775968,100.0342,235,100.0673,358,100.0235,471,100.0765,172,100.0137,107,100.0873,487,100.0036,33,100.097,148,99.9938,377,100.1072,251,99.9838,463,100.1167,251,99.9738,36,100.1267,21,99.9637,418,100.1372,338,99.9539,80,100.1466,210,99.9435,354,100.1563,235,0.0331
1751798544335875968,100.0312,206,100.064,103,100.0212,79,100.0738,120,100.0111,464,100.0838,343,100.0017,267,100.0938,493,99.991,393,100.1044,235,99.981,145,100.1143,460,99.9717,469,100.1238,179,99.961,464,100.134,264,99.9514,151,100.1442,410,99.9418,444,100.1539,253,0.0328
1751798544335975968,100.0306,181,100.0621,78,100.0201,104,100.0718,425,100.0106,460,100.082,385,100.0006,236,100.0924,297,99.9902,241,100.1024,273,99.98,13,100.1116,419,99.9703,319,100.1225,374,99.9607,176,100.1321,329,99.9502,399,100.1425,420,99.9399,15,100.1521,420,0.0315
1751798544336075968,100.0334,210,100.0599,224,100.0238,214,100.0702,377,100.0135,302,100.0804,127,100.0036,134,100.0906,476,99.9937,94,100.0999,175,99.9838,173,100.1102,28,99.9736,207,100.12,304,99.9639,25,100.1306,452,99.954,14,100.1398,151,99.9437,54,100.1502,40,0.0265
1751798544336175968,100.0318,158,100.0571,150,100.022,366,100.0673,14,100.0118,39,100.0776,471,100.0025,462,100.0876,153,99.9919,396,100.0971,336,99.9821,62,100.107,499,99.9726,231,100.1176,135,99.9619,331,100.1275,442,99.9519,312,100.137,465,99.942,438,100.1469,462,0.0253
1751798544336275968,100.0315,376,100.0586,493,100.0218,330,100.0687,262,100.0114,45,100.0787,325,100.002,70,100.0892,302,99.9921,227,100.0987,313,99.9822,361,100.1087,312,99.9713,256,100.1184,94,99.9618,166,100.1284,264,99.9515,119,100.1389,332,99.9422,472,100.149,229,0.0271
1751798544336375968,100.0306,230,100.0607,176,100.0208,26,100.07,387,100.0112,167,100.0799,78,100.0002,447,100.0902,74,99.9909,154,100.1007,262,99.9804,39,100.11,327,99.9703,118,100.1205,97,99.9604,11,100.1308,14,99.9507,297,100.1402,296,99.9406,469,100.1499,460,0.0301
1751798544336475968,100.034,446,100.0624,458,100.0241,334,100.0728,365,100.0143,168,100.0831,96,100.0035,200,100.0927,228,99.994,23,100.1026,389,99.9836,438,100.1128,339,99.9739,258,100.1228,212,99.9639,240,100.1328,199,99.9541,89,100.1423,102,99.944,285,100.1529,232,0.0284
1751798544336575968,100.0309,438,100.0595,197,100.0201,431,100.0698,384,100.0102,449,100.0793,381,100.0008,442,100.0895,200,99.9907,271,100.0994,441,99.9802,100,100.1098,124,99.9701,114,100.1189,199,99.9603,187,100.1295,245,99.95,209,100.1396,146,99.9403,127,100.149,348,0.0286
1751798544336675968,100.0282,209,100.0636,118,100.0185,49,100.0731,127,100.0088,125,100.0834,365,99.9985,377,100.0927,382,99.9882,394,100.1031,455,99.979,75,100.113,258,99.9685,83,100.1231,82,99.9586,443,100.1328,349,99.9486,81,100.1429,458,99.9384,402,100.1529,21,0.0354
1751798544336775968,100.0259,463,100.0604,128,100.0152,99,100.07,284,100.0056,21,100.0802,64,99.9958,195,100.0906,491,99.9854,446,100.1004,120,99.9762,340,100.11,35,99.9656,269,100.1207,296,99.9554,392,100.13,316,99.9453,364,100.14,92,99.9361,343,100.1501,72,0.0345
1751798544336875968,100.023,450,100.0572,498,100.0123,81,100.0667,442,100.0025,385,100.0773,309,99.9927,396,100.0874,108,99.9827,242,100.0975,459,99.9723,387,100.1071,89,99.9625,133,100.1174,272,99.9531,317,100.127,476,99.9427,164,100.1372,33,99.9329,178,100.1474,342,0.0342
1751798544336975968,100.0272,392,100.0567,304,100.0179,131,100.0672,401,100.0073,195,100.0773,367,99.9978,243,100.087,99,99.9877,115,100.0967,238,99.9777,37,100.1069,330,99.9677,154,100.117,36,99.9573,135,100.1275,30,99.9474,43,100.1369,472,99.9376,472,100.1475,205,0.0295
1751798544337075968,100.0258,125,100.0582,409,100.0154,207,100.0675,250,100.0054,404,100.0773,298,99.9957,341,100.0875,423,99.985,379,100.0976,182,99.9752,489,100.1075,301,99.9655,259,100.1175,269,99.9559,454,100.1278,493,99.9457,300,100.1378,443,99.9355,380,100.1477,109,0.0324
1751798544337175968,100.0231,112,100.0619,494,100.0132,102,100.0714,357,100.0031,442,100.0819,191,99.9931,496,100.0912,406,99.9828,345,100.1015,383,99.9731,235,100.112,119,99.9632,367,100.122,332,99.9528,496,100.1316,195,99.9428,170,100.1414,416,99.9331,309,100.1517,399,0.0388
1751798544337275968,100.0251,490,100.0626,11,100.0148,404,100.0727,325,100.0051,31,100.083,287,99.9951,157,100.0932,351,99.9855,157,100.1029,394,99.9754,200,100.1124,56,99.9647,199,100.1225,381,99.9551,262,100.133,196,99.9455,81,100.1428,453,99.9351,58,100.1526,426,0.0375
1751798544337375968,100.0204,226,100.0613,339,100.0106,309,100.0705,122,100.0012,435,100.0804,416,99.9903,193,100.0907,59,99.9812,53,100.1011,386,99.971,105,100.1113,277,99.961,239,100.1212,12,99.9512,316,100.131,217,99.9411,53,100.1411,282,99.9307,192,100.1509,93,0.0409
1751798544337475968,100.0164,233,100.0659,461,100.0071,32,100.076,405,99.9969,469,100.0856,173,99.9869,39,100.0953,303,99.9768,32,100.1053,163,99.9671,304,100.1157,331,99.9567,276,100.1257,322,99.9469,241,100.1355,381,99.9371,301,100.1456,145,99.9269,25,100.1558,81,0.0495
1751798544337575968,100.0205,451,100.0634,357,100.0107,41,100.0737,169,100.0013,377,100.0839,327,99.9908,77,100.0932,331,99.9813,53,100.1035,135,99.9712,58,100.1138,285,99.9611,424,100.1232,297,99.9507,280,100.1333,259,99.941,300,100.1436,143,99.9315,194,100.1533,273,0.0429
1751798544337675968,100.0224,323,100.0589,315,100.0123,258,100.0691,212,100.0026,328,100.0789,240,99.9923,409,100.0895,105,99.9819,205,100.0988,407,99.9722,383,100.1095,154,99.9627,379,100.1187,73,99.9524,435,100.1294,242,99.9426,183,100.1392,482,99.9325,476,100.1497,247,0.0365
1751798544337775968,100.0214,179,100.0646,434,100.0119,478,100.0739,121,100.0015,391,100.0838,279,99.9913,270,100.094,298,99.9819,163,100.1043,331,99.9717,100,100.1144,140,99.9621,166,100.1244,103,99.9521,437,100.1346,490,99.9414,418,100.1442,282,99.9322,148,100.1546,220,0.0432
1751798544337875968,100.0173,442,100.0685,81,100.0067,233,100.0788,409,99.9971,343,100.0887,454,99.9873,175,100.099,415,99.9773,56,100.1084,180,99.9667,232,100.1188,327,99.9565,333,100.1282,30,99.9471,28,100.1385,449,99.937,239,100.1488,349,99.9269,123,100.159,82,0.0512
1751798544337975968,100.017,494,100.072,415,100.0068,70,100.0822,28,99.9971,297,100.0921,48,99.9869,472,100.1021,123,99.9771,260,100.1123,284,99.9662,179,100.1229,422,99.9571,148,100.1327,259,99.947,157,100.143,90,99.9363,376,100.152,60,99.9268,219,100.1624,126,0.055
1751798544338075968,100.0139,444,100.0716,146,100.0039,170,100.0816,183,99.9939,162,100.0919,74,99.9842,458,100.1019,43,99.9743,161,100.1109,348,99.9636,486,100.1217,464,99.954,239,100.1314,125,99.9437,451,100.1413,196,99.9339,443,100.1509,328,99.9244,477,100.161,86,0.0577
1751798544338175968,100.0182,354,100.0713,181,100.0076,145,100.0813,337,99.9979,354,100.0921,261,99.9884,332,100.1018,429,99.9776,498,100.1113,265,99.9683,442,100.1212,229,99.9583,251,100.1314,29,99.948,47,100.142,37,99.9378,204,100.1516,472,99.9277,344,100.1617,223,0.0531
1751798544338275968,100.019,210,100.0709,163,100.0093,195,100.0813,354,99.9996,157,100.0913,401,99.9889,378,100.1016,146,99.9788,166,100.1111,122,99.9695,103,100.1207,368,99.9591,106,100.1316,328,99.9493,209,100.1415,328,99.9392,439,100.1511,363,99.9292,275,100.1607,438,0.0519
1751798544338375968,100.0153,379,100.072,247,100.0048,417,100.082,465,99.9946,44,100.0914,316,99.9849,142,100.1014,461,99.9752,216,100.1119,459,99.9654,60,100.1219,395,99.9555,414,100.1314,253,99.9446,118,100.1417,373,99.9353,151,100.1514,300,99.9248,271,100.1617,317,0.0567
1751798544338475968,100.0126,247,100.0749,286,100.0025,75,100.0851,176,99.993,46,100.0949,248,99.9826,197,100.1046,23,99.9727,26,100.1149,246,99.9626,112,100.1245,253,99.9525,312,100.1347,265,99.9428,29,100.145,377,99.9331,127,100.1548,109,99.9228,430,100.1651,315,0.0623
1751798544338575968,100.0121,341,100.0759,139,100.0022,126,100.0852,461,99.9916,397,100.0957,15,99.9817,335,100.1053,66,99.9713,94,100.1153,182,99.9614,95,100.1252,269,99.952,181,100.136,179,99.9415,233,100.1456,399,99.9317,14,100.1558,367,99.9217,142,100.166,420,0.0638
1751798544338675968,100.0081,331,100.076,454,99.9977,196,100.0859,370,99.9876,395,100.0961,11,99.978,439,100.1055,452,99.9684,172,100.1154,393,99.9585,210,100.1261,254,99.9481,398,100.1363,249,99.9379,356,100.1454,97,99.9282,389,100.156,335,99.9178,398,100.166,370,0.0679
1751798544338775968,100.0111,156,100.0743,496,100.0016,417,100.0846,196,99.9916,139,100.0939,205,99.9814,150,100.104,351,99.9714,22,100.114,174,99.9613,479,100.1244,174,99.9511,477,100.1345,406,99.9413,452,100.1439,209,99.9315,78,100.1541,407,99.9219,193,100.1641,44,0.0632
1751798544338875968,100.0112,475,100.0717,359,100.0011,250,100.0812,18,99.9909,415,100.0916,244,99.9817,147,100.1013,246,99.9718,20,100.111,167,99.9619,424,100.1215,458,99.9513,187,100.1315,249,99.9416,315,100.141,312,99.9315,391,100.1509,23,99.9217,109,100.1614,415,0.0605
1751798544338975968,100.0085,437,100.0695,245,99.9984,392,100.0792,464,99.9892,426,100.0897,165,99.9786,355,100.1001,415,99.9688,488,100.1094,129,99.959,25,100.1199,490,99.9493,412,100.1302,427,99.9393,441,100.1395,14,99.9285,387,100.1496,348,99.9186,21,100.1598,445,0.061
1751798544339075968,100.0077,262,100.0649,323,99.998,71,100.0752,493,99.9881,185,100.0853,215,99.9782,189,100.0952,485,99.9678,437,100.1055,331,99.9585,198,100.1151,234,99.9479,424,100.1253,477,99.9379,435,100.1349,73,99.9283,464,100.1451,301,99.9181,132,100.1548,170,0.0572
1751798544339175968,100.006,210,100.0687,329,99.9958,91,100.0789,25,99.9862,191,100.0888,458,99.9764,10,100.0986,229,99.9662,203,100.1082,166,99.9564,107,100.1183,465,99.9464,349,100.1288,86,99.9361,94,100.139,334,99.926,123,100.1483,12,99.9163,379,100.1586,265,0.0627
1751798544339275968,100.0058,384,100.069,20,99.9951,40,100.0785,180,99.9858,76,100.0883,172,99.9752,213,100.0987,177,99.966,120,100.1088,238,99.9553,471,100.1186,40,99.9454,246,100.1282,466,99.9356,414,100.1387,113,99.9255,330,100.1481,495,99.9154,108,100.1582,100,0.0632
1751798544339375968,100.0043,155,100.0711,411,99.9939,42,100.0813,184,99.9837,285,100.0915,146,99.9743,251,100.1011,189,99.9641,97,100.1113,404,99.9542,425,100.1216,95,99.944,401,100.1313,114,99.934,350,100.1411,58,99.9239,122,100.151,376,99.9146,237,100.1612,499,0.0668
1751798544339475968,100.0022,299,100.0724,48,99.9921,78,100.0821,375,99.9816,120,100.0916,121,99.9717,150,100.1022,19,99.9625,396,100.1119,391,99.9518,54,100.122,122,99.9423,92,100.1317,139,99.9321,25,100.1417,52,99.9219,11,100.1514,302,99.9124,235,100.1618,483,0.0702
1751798544339575968,99.9994,357,100.074,80,99.9889,312,100.0848,55,99.9793,447,100.0942,163,99.9697,425,100.104,468,99.9591,15,100.1147,138,99.9498,381,100.1243,229,99.9395,73,100.1342,16,99.9296,400,100.1448,481,99.9192,54,100.1543,274,99.9094,37,100.1643,444,0.0746
1751798544339675968,99.9981,141,100.0736,377,99.9884,248,100.0836,264,99.9784,306,100.0931,441,99.9685,278,100.1032,317,99.9578,373,100.1134,148,99.9483,131,100.1231,470,99.9377,243,100.1334,332,99.9277,320,100.1437,144,99.9184,431,100.154,21,99.9081,493,100.1635,34,0.0755
1751798544339775968,99.9996,141,100.0693,368,99.9898,461,100.0801,353,99.9798,412,100.0896,323,99.9697,280,100.1002,312,99.9603,229,100.1094,10,99.9502,303,100.1202,234,99.9402,277,100.1297,188,99.9302,64,100.1402,25,99.9199,369,100.1498,499,99.9101,301,100.1596,177,0.0697
1751798544339875968,99.9977,394,100.0681,174,99.9881,68,100.0778,399,99.9777,96,100.0887,320,99.9684,43,100.0981,111,99.9579,39,100.1081,464,99.9484,216,100.1178,229,99.9377,287,100.1282,118,99.9284,471,100.1383,399,99.9181,493,100.1478,10,99.9076,11,100.1581,105,0.0704
1751798544339975968,100.0005,131,100.0666,329,99.9902,380,100.0766,156,99.9806,180,100.0871,282,99.97,495,100.0969,175,99.9605,374,100.1072,133,99.9504,443,100.1171,86,99.9403,364,100.127,139,99.9298,334,100.1373,97,99.92,120,100.1472,43,99.91,475,100.1569,491,0.0661
1751798544340075968,99.9961,369,100.0668,142,99.9859,214,100.0775,29,99.9759,315,100.0877,404,99.9665,50,100.0974,408,99.9562,36,100.1077,102,99.9465,489,100.1169,120,99.9365,266,100.1276,428,99.9258,486,100.1374,398,99.9166,18,100.1468,281,99.9067,161,100.1575,157,0.0707
1751798544340175968,99.9976,145,100.0627,83,99.9876,129,100.0736,112,99.9777,401,100.0828,407,99.9671,474,100.0933,210,99.957,155,100.103,340,99.9474,61,100.1128,312,99.9373,48,100.1234,472,99.9274,155,100.1334,258,99.9176,340,100.1428,257,99.9072,145,100.1529,371,0.0651
1751798544340275968,99.9942,413,100.0611,423,99.9835,197,100.0712,243,99.9739,220,100.0817,270,99.9639,173,100.0917,366,99.9541,226,100.1012,251,99.9438,114,100.1113,87,99.9342,111,100.1217,241,99.924,385,100.1314,454,99.9134,261,100.1411,26,99.9042,115,100.1508,113,0.0669
1751798544340375968,99.9904,137,100.0599,44,99.9807,129,100.0697,384,99.9713,185,100.0804,476,99.9605,298,100.0904,348,99.9508,272,100.0996,253,99.9411,343,100.1104,324,99.9311,171,100.1202,119,99.9205,109,100.1297,345,99.9111,328,100.1396,206,99.9008,375,100.1497,219,0.0695
1751798544340475968,99.9879,307,100.056,65,99.9777,345,100.0662,17,99.9673,147,100.0753,367,99.9579,196,100.0858,415,99.9471,297,100.0961,491,99.9377,72,100.1054,303,99.9277,257,100.1154,312,99.9179,197,100.1258,244,99.9072,498,100.1357,21,99.8974,175,100.1461,303,0.0681
1751798544340575968,99.9873,220,100.0578,299,99.9768,146,100.0686,162,99.967,200,100.0781,86,99.9569,426,100.0882,487,99.9473,239,100.0981,353,99.9367,247,100.1083,334,99.9274,300,100.1184,328,99.9173,476,100.128,375,99.9072,56,100.1384,79,99.8972,242,100.1482,60,0.0705
1751798544340675968,99.9828,49,100.0625,436,99.9729,304,100.0719,243,99.9626,38,100.0825,427,99.9529,284,100.0928,161,99.9427,49,100.1024,210,99.9326,147,100.1127,399,99.9232,421,100.1227,435,99.913,408,100.1327,233,99.9029,323,100.1424,336,99.8933,486,100.152,157,0.0797
1751798544340775968,99.9869,400,100.0609,330,99.977,327,100.0716,443,99.9672,356,100.0811,115,99.9571,373,100.0907,127,99.947,178,100.1011,170,99.9367,108,100.1112,143,99.9267,416,100.1211,76,99.9174,485,100.1308,120,99.9075,140,100.1415,346,99.8969,256,100.1513,169,0.074
1751798544340875968,99.9823,26,100.0614,269,99.9717,283,100.0712,231,99.9621,175,100.0809,468,99.9523,150,100.0913,235,99.9424,472,100.1009,27,99.9326,102,100.1116,81,99.9222,235,100.1212,499,99.9119,48,100.131,11,99.9022,415,100.1407,223,99.892,27,100.1516,447,0.0791
1751798544340975968,99.9785,431,100.06,89,99.969,495,100.0701,73,99.9584,240,100.0805,403,99.9492,28,100.0907,382,99.9385,421,100.1003,29,99.9283,311,100.1101,315,99.9186,433,100.1206,182,99.9082,92,100.1305,96,99.8985,144,100.1404,262,99.8887,125,100.1506,241,0.0815
1751798544341075968,99.976,40,100.0579,437,99.9663,238,100.0683,372,99.9565,167,100.0785,45,99.9465,440,100.0882,496,99.9362,470,100.0977,79,99.9264,477,100.1079,142,99.9157,399,100.118,37,99.906,402,100.1277,474,99.896,270,100.1385,155,99.8859,324,100.1484,438,0.0819
1751798544341175968,99.9798,53,100.0574,464,99.9698,480,100.0672,209,99.9598,101,100.0772,216,99.95,284,100.0873,196,99.9398,103,100.0974,307,99.9292,17,100.1076,112,99.9193,124,100.1166,109,99.9101,485,100.1275,280,99.8998,445,100.1368,142,99.8897,254,100.1474,100,0.0776
1751798544341275968,99.9836,379,100.0598,259,99.9735,363,100.0701,52,99.9637,471,100.0797,111,99.9535,267,100.0903,484,99.9441,85,100.1003,479,99.9339,35,100.1094,293,99.9242,187,100.1195,65,99.9135,280,100.1296,494,99.9043,184,100.1399,90,99.8941,208,100.1499,31,0.0762
1751798544341375968,99.9811,159,100.0606,491,99.9712,374,100.0704,115,99.9607,45,100.0805,104,99.9509,156,100.0909,385,99.9404,116,100.1011,376,99.9312,52,100.1103,160,99.9204,61,100.1205,14,99.9107,256,100.1305,420,99.9013,55,100.1411,446,99.8905,240,100.1502,19,0.0795
1751798544341475968,99.9826,123,100.0632,116,99.9725,55,100.0735,311,99.9628,237,100.0837,86,99.9532,212,100.0933,107,99.9431,462,100.1039,430,99.9332,456,100.114,249,99.9231,312,100.1237,145,99.9128,466,100.1336,405,99.9025,219,100.1438,297,99.8927,449,100.153,316,0.0806
1751798544341575968,99.9855,224,100.0672,194,99.9755,457,100.0764,107,99.9662,184,100.0873,282,99.9558,440,100.0971,356,99.9455,219,100.1069,439,99.9363,497,100.1167,268,99.9262,471,100.1271,361,99.9156,62,100.137,55,99.9056,411,100.1463,61,99.8954,260,100.157,35,0.0817
1751798544341675968,99.9871,308,100.0627,65,99.9775,33,100.0723,457,99.968,347,100.0826,313,99.9576,481,100.0923,267,99.9472,27,100.1021,99,99.9377,62,100.1121,73,99.9278,242,100.1221,43,99.9172,311,100.1323,321,99.9076,100,100.1424,382,99.8972,154,100.1527,391,0.0756
1751798544341775968,99.9887,462,100.0655,421,99.9789,17,100.0748,416,99.9686,248,100.0857,306,99.9585,468,100.0953,482,99.9493,213,100.1055,244,99.9394,482,100.1152,142,99.9289,31,100.125,156,99.9189,447,100.1349,391,99.9093,234,100.1451,437,99.8986,336,100.1548,319,0.0768
